Index,Prompt,Num_Words,Num_Sentences,Num_Tokens,Num_Adjectives,Num_Nouns,Num_Verbs,Num_Adverbs,Human_Ratings
849,"Several blue birds perched on a branch, each with a red feather in their tails.",17,1,17,3,4,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
850,"A group of four children, two wearing hats and two holding balloons, stands near a fountain.",19,1,19,0,5,3,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [2, 3, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
851,"Two cats with striped tails sitting side by side, one with a bow tie and the other without.",20,1,20,2,6,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
852,"Three vintage cars parked in a row, one in the center with a white roof, the other two with green roofs.",24,1,24,3,6,1,0,"{'DALLE_3': [4, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
853,"Four people on a bench, one reading a book and three looking at a map.",17,1,17,0,4,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 4, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [3, 3, 2]}"
854,A man wearing glasses and a blue jacket holding three different colored balloons.,14,1,14,2,4,3,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [5, 4, 3], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [2, 2, 2]}"
855,"Five books on a shelf, each with a bookmark sticking out.",13,1,13,0,3,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
856,"Two parrots on a perch, one speaking into a miniature microphone.",13,1,14,0,5,0,0,"{'DALLE_3': [5, 4, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [5, 4, 3], 'SDXL_Turbo': [5, 3, 3]}"
857,"Seven pencils in a cup, each of a different color.",12,1,12,1,4,0,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
858,"A woman in a beige dress holding two puppies, one in each arm.",15,1,15,1,4,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 3, 2], 'SDXL_Base': [4, 3, 5], 'SDXL_Turbo': [4, 4, 3]}"
859,"Four pairs of shoes at the door, each of a different style.",14,1,14,1,4,0,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [4, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
860,"Three sailboats on the water, each with sails of a different color.",14,1,15,1,4,0,0,"{'DALLE_3': [4, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [4, 3, 3]}"
861,"Two children in a sandbox, one building a castle and the other digging a hole.",17,1,18,1,5,1,0,"{'DALLE_3': [5, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [3, 2, 2]}"
862,"Inside a tent, two maps lay on the ground with an oil lamp resting on top.",18,1,18,0,6,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [4, 3, 2], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [4, 3, 3]}"
863,A baker without a white apron is holding a tray with six cupcakes.,14,1,14,1,4,2,0,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [2, 3, 2], 'SDXL_2_1': [3, 4, 3], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 3, 2]}"
864,A hot air balloon with no people in it flies higher than another hot air balloon with people in it.,21,1,21,3,6,1,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [3, 4, 3], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [5, 3, 3], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 3, 2]}"
865,A one-eyed Japanese samurai stares blankly at a scabbard without a sword.,13,1,17,2,4,1,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
866,Five people sit arm-in-arm in the audience and watch the film.,12,1,16,0,4,2,0,"{'DALLE_3': [4, 4, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 4, 2], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [4, 4, 2]}"
867,All the dance performers on stage are bowing to the audience.,12,1,12,0,4,2,0,"{'DALLE_3': [3, 4, 5], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 3, 4], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 3, 2]}"
868,A house cat lounges in the sunlight and a feral cat sits in the shadows where there is no sunlight.,21,1,22,1,7,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [3, 3, 4], 'SDXL_Base': [4, 3, 5], 'SDXL_Turbo': [2, 2, 2]}"
869,A solitary African elephant walking across the savannah.,9,1,9,1,3,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 4, 5]}"
870,An army of ants armed with modern weapons surrounds a birthday cake without candles.,15,1,15,2,5,2,0,"{'DALLE_3': [3, 4, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [3, 2, 2], 'SDXL_2_1': [4, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [4, 3, 2]}"
871,"In the 'Tom and Jerry' cartoon, Tom and Jerry are flying through the air using flying devices, with Tom looking more frightened than Jerry.",28,1,29,1,9,5,1,"{'DALLE_3': [5, 2, 3], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [2, 2, 1], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 2, 2]}"
872,Two great white sharks circling a green fish.,9,1,9,3,2,1,0,"{'DALLE_3': [3, 4, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
873,A clothed grizzly bear is fishing and another one without clothes is swimming in the river.,17,1,18,1,4,4,0,"{'DALLE_3': [4, 4, 5], 'DeepFloyd_I_XL_v1': [4, 2, 3], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 2, 2]}"
874,"In the forest, there's a pack of wolves, all of them gray.",16,1,16,0,3,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 3, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 3, 3]}"
875,"In the zoo, all the animals in their cages are standing.",13,1,13,0,3,2,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
876,A Bengal tiger in the shade looks stronger than another Bengal tiger not in the shade.,17,1,17,1,6,1,1,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 4, 3]}"
877,All emperor penguins are huddling together for warmth.,9,1,10,0,3,2,1,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [4, 3, 4], 'Midjourney_6': [5, 3, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [3, 4, 5], 'SDXL_Turbo': [5, 3, 4]}"
878,"Several giraffes on the African savannah surrounded a tall green tree, and all the giraffes were eating the leaves.",21,1,23,3,6,3,0,"{'DALLE_3': [4, 4, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [4, 3, 2]}"
879,A red fox sneaking up on two unsuspecting rabbits.,10,1,12,2,2,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [4, 3, 4], 'SDXL_Turbo': [3, 3, 3]}"
880,"Five dolphins jumped out of the water, and the one in the center jumped the highest.",18,1,18,1,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [2, 4, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
881,"A herd of African bison walks on the Great Plains, with the largest one at the front.",19,1,19,1,8,0,0,"{'DALLE_3': [4, 4, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [4, 3, 3]}"
882,Two koalas cuddling on a eucalyptus tree.,8,1,9,0,3,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [4, 3, 4], 'SDXL_Turbo': [4, 3, 5]}"
883,"In the garden, there is a butterfly beside every rose and a bee beside every daisy.",18,1,18,0,6,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 3, 2], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 3, 2]}"
884,A family of four chimpanzees grooming each other.,9,1,12,1,2,1,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [3, 5, 3], 'Midjourney_6': [3, 5, 4], 'SDXL_2_1': [4, 4, 3], 'SDXL_Base': [3, 4, 3], 'SDXL_Turbo': [3, 4, 3]}"
885,Two peacocks displaying their magnificent tails.,7,1,8,0,3,1,0,"{'DALLE_3': [5, 4, 3], 'DeepFloyd_I_XL_v1': [3, 3, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 3], 'SDXL_Base': [3, 4, 4], 'SDXL_Turbo': [5, 5, 5]}"
886,Five zebras drinking from a waterhole at dusk.,9,1,11,0,3,1,0,"{'DALLE_3': [3, 4, 4], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [3, 3, 4], 'SDXL_2_1': [3, 4, 4], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [3, 4, 4]}"
887,A vase with five purple roses on a kitchen table.,11,1,11,1,4,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 4], 'SDXL_Base': [3, 3, 4], 'SDXL_Turbo': [3, 4, 5]}"
888,Three metal rubbish bins stand to the left of a wooden table.,13,1,13,3,3,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [1, 4, 3], 'Midjourney_6': [3, 5, 3], 'SDXL_2_1': [3, 4, 4], 'SDXL_Base': [2, 4, 3], 'SDXL_Turbo': [2, 4, 3]}"
889,Three white seagulls flying over a blue lake.,9,1,9,2,2,1,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 4, 3]}"
890,Five colorful balloons floating against a clear blue sky.,10,1,10,2,3,1,0,"{'DALLE_3': [3, 3, 4], 'DeepFloyd_I_XL_v1': [5, 5, 4], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [3, 4, 4], 'SDXL_Base': [3, 4, 4], 'SDXL_Turbo': [3, 3, 3]}"
891,Four red apples in a basket on the kitchen counter.,11,1,11,1,4,0,0,"{'DALLE_3': [3, 4, 4], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [4, 4, 4], 'SDXL_Turbo': [3, 3, 4]}"
892,A room with all the potted succulents on a sunny windowsill.,12,1,15,1,4,0,0,"{'DALLE_3': [5, 4, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 3, 4], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [5, 4, 5]}"
893,Eight yellow rubber ducks lined up on the edge of a bathtub.,13,1,13,1,4,1,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
894,"On a cooling rack, a square cookie with frosting is doing a social dance with a triangle cookie without frosting.",22,1,22,2,7,3,0,"{'DALLE_3': [5, 5, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
895,"A group of paper airplanes are racing, and one of the paper airplanes with jets is flying faster than the others.",23,1,23,0,6,5,1,"{'DALLE_3': [3, 3, 5], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 1], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 1]}"
896,A few ants stood at the top of a two-tiered cake without cream and swore their sovereignty to a passing mouse.,22,1,26,2,7,2,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
897,"Five origami cranes hang from the ceiling, only one of which is red, and the others are all white.",22,1,22,3,4,2,1,"{'DALLE_3': [3, 5, 3], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 2, 1], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
898,"In the winter park, all the snowmen are wearing their adventure hats.",14,1,15,0,5,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
899,Three cameras lay on three different wooden tables.,9,1,9,2,2,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
900,"Several orange kittens in a basket, each one looking very happy.",13,1,13,2,3,1,1,"{'DALLE_3': [5, 4, 3], 'DeepFloyd_I_XL_v1': [5, 4, 4], 'Midjourney_6': [5, 4, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
901,"A silver laptop sits open on the floor, not on the table.",14,1,14,2,3,1,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
902,Nine red books stacked in a spiral.,8,1,8,1,3,1,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [1, 1, 1], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
903,A cactus in a green pot looks more vibrant than a cactus in a red pot.,17,1,17,3,4,1,1,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 3, 2]}"
904,Five purple umbrellas open in a line.,8,1,8,1,2,1,0,"{'DALLE_3': [1, 1, 1], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 2, 3]}"
905,A striped towel on a beach.,7,1,7,1,2,0,0,"{'DALLE_3': [4, 4, 5], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 4, 4], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
906,"Under the bench, there are four pairs of sneakers: one pair is red, two pairs are green, and the last pair is white.",28,1,28,4,6,4,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [4, 3, 3], 'Midjourney_6': [3, 2, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [3, 2, 2]}"
907,"Three ceramic mugs sit on the kitchen counter, one with a floral pattern on it, one with nothing on it, and one with a chevron pattern on it.",32,1,32,2,8,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 3, 3]}"
908,"Three spoons are in a ceramic pot: one is metal, one is wooden, and one is plastic.",21,1,21,2,4,4,0,"{'DALLE_3': [3, 3, 4], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [4, 5, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
909,"One round frame on the mantel has a photo in it, and one square frame has no photo in it.",22,1,23,0,7,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
910,The four water bottles on the gym floor are all blue.,12,1,12,0,5,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 1, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [5, 5, 4]}"
911,three children are all sitting on a couch.,9,1,9,0,2,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 4, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 4, 5]}"
912,"In a gift shop, all the glass cups are green.",12,1,12,1,4,1,0,"{'DALLE_3': [5, 3, 3], 'DeepFloyd_I_XL_v1': [5, 3, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 5], 'SDXL_Base': [5, 4, 5], 'SDXL_Turbo': [5, 5, 5]}"
913,"A bottle with wine is standing upright on a table, and a bottle without wine is lying on the floor.",22,1,22,1,6,4,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [5, 5, 4], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [5, 5, 4], 'SDXL_Turbo': [2, 2, 2]}"
914,A little boy and a little girl each holding a baseball.,12,1,12,3,2,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 3, 5], 'SDXL_Base': [4, 3, 3], 'SDXL_Turbo': [5, 4, 3]}"
915,A frosted glass bottle is to the left of a smooth glass bottle.,14,1,14,2,5,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [5, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 3]}"
916,The chairs around a metal table are all made of wood.,12,1,12,0,4,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [5, 5, 4], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
917,Peppers in a bamboo basket are all green.,9,1,9,1,3,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 3, 2]}"
918,A little piggy is standing on a green ball with a smaller red ball on top of its head.,20,1,20,4,5,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 3, 2]}"
919,"Three boys playing a computer game together, each with a headset.",13,1,14,0,4,1,1,"{'DALLE_3': [5, 4, 4], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 4, 5]}"
920,Four opened cardboard boxes and one unopened plastic box.,10,1,11,1,4,1,0,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [2, 2, 2]}"
921,All the figurines on the bookshelf are white.,9,1,10,1,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [5, 3, 5], 'SDXL_Turbo': [3, 2, 2]}"
922,All the boys on the platform are singing.,9,1,9,0,2,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 4], 'SDXL_Base': [5, 4, 2], 'SDXL_Turbo': [5, 4, 4]}"
923,A little boy with a ping pong paddle looks more excited than a little girl without one.,18,1,18,5,3,1,1,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
924,A strange fox with two tails.,7,1,7,1,2,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [5, 4, 5]}"
925,A vibrant blue rose blooming on a red lush rose bush.,12,1,12,2,3,3,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [5, 2, 5]}"
926,A maple tree on each side of a country road.,11,1,11,1,4,0,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [5, 4, 5], 'SDXL_2_1': [5, 5, 4], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [5, 3, 2]}"
927,"Two children blowing dandelion seeds, watched by two others.",11,1,11,0,4,2,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 3, 2], 'SDXL_Turbo': [3, 2, 2]}"
928,Two flies resting near the window on a sunny afternoon.,11,1,11,1,3,1,0,"{'DALLE_3': [3, 3, 2], 'DeepFloyd_I_XL_v1': [5, 5, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 3, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 3]}"
929,Four squirrels playing around an ancient oak tree.,9,1,9,1,3,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [5, 5, 3], 'SDXL_Turbo': [4, 4, 3]}"
930,A small cactus with six bright pink flowers on a sunny windowsill.,13,1,15,2,4,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [3, 3, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 3, 2]}"
